Close,High,Low,Open,Volume,Returns,Log_Returns,SMA_5,SMA_ratio_5,SMA_10,SMA_ratio_10,SMA_20,SMA_ratio_20,SMA_50,SMA_ratio_50,SMA_100,SMA_ratio_100,SMA_200,SMA_ratio_200,EMA_5,EMA_12,EMA_26,EMA_50,MACD,MACD_signal,MACD_hist,RSI_14,Stoch_%K,Stoch_%D,Bollinger_upper,Bollinger_lower,Bollinger_bandwidth,Bollinger_percent,ATR_14,Return_1d,Return_2d,Volatility_2d,Return_3d,Volatility_3d,Return_5d,Volatility_5d,Return_10d,Volatility_10d,Return_20d,Volatility_20d,Momentum_5d,Momentum_10d,Momentum_20d,Volume_change,Volume_SMA_5,Volume_ratio_5,Volume_SMA_20,Volume_ratio_20,OBV,OBV_ratio_20,High_Low_spread,Close_Open_diff,HLCO_range,USDHKD_close,USDHKD_return,HSCEI_close,HSCEI_return,SP500_close,SP500_return,VIX_close,VIX_return,US10Y_close,US10Y_return,Target_Return_1d,Target_Direction,Target_Volatility,Date
23116.25,23423.640625,23066.939453125,23423.640625,1465200000,-0.0015415318961617,-0.0015427212789266,23035.677734375,0.003497716305727261,22890.5228515625,0.009861161752453995,22255.60546875,0.03867091068173667,22102.766796875,0.0458532278985222,23937.2679296875,-0.03429873167226638,24777.285830078126,-0.06703865150805699,23020.41417148982,22755.625885870402,22444.17366630264,22643.957987389727,311.4522195677637,198.72518527675388,112.7270342910098,72.99853610429881,0.8196436511315021,0.8705218788245053,23905.01253205989,20606.19840544011,0.14822396682272376,0.760895127222922,360.8402622767857,-0.0015415318961617,0.011857145214314135,0.01057895057828077,0.005525602564585119,0.010273268749477898,0.0021190478670112256,0.007660857862190788,0.029273567415891488,0.009663194459126924,0.08512169607108766,0.014670218733776283,48.880859375,657.44921875,1813.33984375,-0.020129739851534767,1362240000.0,1.0755813953488371,1805360000.0,0.811583285328134,8230400000.0,1.3960880900645087,0.015430754204293516,-0.013297599091548153,0.015228254974774433,7.749489784240723,-3.87646481914139e-06,10747.6796875,0.0005250072069171718,2071.179931640625,-0.0019131006866738298,15.289999961853027,0.05739971794719434,2.058000087738037,-0.012001851950413922,0.0011455347969502,1,0.0011455347969502,2015-10-26
23142.73046875,23143.880859375,22885.220703125,23053.119140625,1532500000,0.0011455347969502,0.0011448791726106,23049.101953125,0.004062132911530014,22931.7029296875,0.00920243645705443,22357.94296875,0.035101060106330184,22087.301015625,0.04778444647349045,23894.02802734375,-0.031442901035103055,24774.392978515625,-0.06586084717315188,23061.18627057655,22815.18043708265,22495.91861463207,22663.51769254111,319.2618224505786,222.83251271151883,96.42930973905979,73.86695014948324,0.8251111097595135,0.8663867810951618,23957.639238226024,20758.24669927398,0.1430986984546716,0.7452926580419885,347.18666294642856,0.0011455347969502,-0.00039776297763927104,0.0019000430801995004,0.013016262783699828,0.007975959595446176,0.0029087463156105553,0.007666663180162956,0.01811631934599034,0.009111491897411084,0.09702085205434763,0.014325258677480872,67.12109375,411.80078125,2046.75,0.045932295932295863,1416900000.0,1.0815865622132825,1802150000.0,0.8503731653857892,9762900000.0,1.5311062563809816,0.011176734594877339,0.003872115619460012,0.011220180430776022,7.749499797821045,1.292159948818039e-06,10714.7900390625,-0.0030601626950003125,2065.889892578125,-0.002554118539720318,15.430000305175781,0.009156333791500382,2.0280001163482666,-0.0145772449517938,-0.0080440013982522,0,0.0080440013982522,2015-10-27
22956.5703125,23120.25,22923.66015625,23070.69921875,1377100000,-0.0080440013982522,-0.0080765289292698,23042.571875,-0.0037322900831789907,22967.3138671875,-0.00046777584656287896,22446.45546875,0.022725852839446503,22066.05640625,0.04035673116460314,23847.0190234375,-0.037340042797900375,24770.569228515626,-0.07323202382960858,23026.314284551034,22836.932725608396,22530.040962622286,22675.009952147346,306.8917629861098,239.64436276643704,67.24740021967278,59.80132870187175,0.6179481608338291,0.7542343072416148,23967.144338215727,20925.76659928427,0.13549478861664965,0.6677249219061343,312.09388950892856,-0.0080440013982522,-0.006907681284810452,0.006497983359586731,-0.008438564769943313,0.004724934082816804,-0.0014202478216480685,0.008474986809368357,0.0157567306253088,0.009350324618776192,0.08355627470408566,0.014608245845336864,-32.650390625,356.109375,1770.25,-0.10140293637846653,1448840000.0,0.9504845255514757,1784555000.0,0.7716769726906708,8385800000.0,1.2512188334858974,0.008563554619609514,-0.00497151380613053,0.008521191398924708,7.749529838562012,3.87647483712783e-06,10558.4697265625,-0.014589209114701185,2090.35009765625,0.01184003327863703,14.329999923706055,-0.07128971871120093,2.0920000076293945,0.03155812998490837,-0.005951710447819,0,0.005951710447819,2015-10-28
22819.939453125,23054.529296875,22811.3203125,23054.529296875,1759000000,-0.005951710447819,-0.005969492467172,23037.4859375,-0.00944315212889113,23005.316796875,-0.008058021777608393,22559.6224609375,0.011539066872162662,22042.634609375,0.03526369953160691,23799.69951171875,-0.04116690877174001,24767.241875,-0.07862411291911364,22957.52267407569,22834.318375995565,22551.514924881747,22680.69346198961,282.8034511138176,248.27618043591318,34.5272706779044,60.45239953638546,0.4342494211528936,0.625769563915412,23798.98981093259,21320.255110942406,0.10987483076377104,0.6050201105378188,301.7816685267857,-0.005951710447819,-0.013947836278907055,0.001479473119266147,-0.012818279213756556,0.0048165711692136105,-0.0011131221974776118,0.008421811140937903,0.01693541971553536,0.009237524957466645,0.1101028325092146,0.012528676046758315,-25.4296875,380.029296875,2263.33984375,0.27732190835814396,1525820000.0,1.1528227444914865,1745655000.0,1.0076446949712285,6626800000.0,0.9377449856652431,0.010657740125673058,-0.010280037956799876,0.010549292993284231,7.7495198249816895,-1.2921532700493898e-06,10439.3798828125,-0.0112790818020152,2089.409912109375,-0.0004497742019048401,14.609999656677246,0.019539409243679584,2.1730000972747803,0.038718971964619264,-0.0078834736172082,0,0.0078834736172082,2015-10-29
22640.0390625,22847.16015625,22612.560546875,22785.859375,1537100000,-0.0078834736172082,-0.0079147124841824,22935.105859375,-0.012865290384277306,22980.5037109375,-0.014815369267796252,22649.309375,-0.0004092978000571623,22019.1423828125,0.02819804099964185,23753.49830078125,-0.046875589615556934,24762.035771484374,-0.08569556754408847,22851.69480355046,22804.4292508424,22558.072268409025,22679.09917181355,246.35698243337538,247.89234083540563,-1.5353584020302549,53.939072865345764,0.26565814640907115,0.4392852427985979,23590.33569990158,21708.28305009842,0.08309536589581236,0.49507436069789795,286.18526785714283,-0.0078834736172082,-0.013788263912734688,0.0013659628367210682,-0.02172135249679341,0.001164413982250328,-0.022110475524585227,0.004084415225660458,-0.010841009142362745,0.007065222172558669,0.0860458793179919,0.01268062572471086,-511.900390625,-248.130859375,1793.73828125,-0.12615122228538944,1534180000.0,1.0019032968752037,1715785000.0,0.8958581640473603,5089700000.0,0.7022411643817189,0.010362155680357497,-0.006440815411026856,0.010295842062133752,7.749549865722656,3.87646481914139e-06,10396.580078125,-0.004099841673351312,2079.360107421875,-0.004809877003672414,15.069999694824219,0.03148528740291501,2.1510000228881836,-0.010124285964914437,-0.0119257744765651,0,0.0119257744765651,2015-10-30
22370.0390625,22605.80078125,22332.7109375,22502.279296875,1688700000,-0.0119257744765651,-0.0119974570081536,22785.863671875,-0.018249236252925516,22910.770703125,-0.023601634691025275,22692.5068359375,-0.01421031954595764,21997.04375,0.01695661093095735,23704.0358984375,-0.05627720282120541,24754.7083203125,-0.09633194731911898,22691.142889866976,22737.599991097417,22544.143882786135,22666.97916752674,193.45610831128215,237.00509433058093,-43.54898601929878,42.149058104259325,0.034216801896287,0.24470812315275056,23479.237671060437,21905.776000814563,0.06933838035707698,0.2950583865272006,285.23018973214283,-0.0119257744765651,-0.019715231565322622,0.0028583383492472893,-0.025549602663453186,0.0030485336967063514,-0.032280795436110954,0.004808500512816651,-0.03023015211981417,0.007063180693402706,0.04017230584578235,0.011396503012845458,-746.2109375,-697.330078125,863.94921875,0.0986272851473553,1578880000.0,1.0695556343737334,1692160000.0,0.997955276096823,3401000000.0,0.469987998101254,0.012207839377795007,-0.005911488755363009,0.012136096976981045,7.749539852142334,-1.2921499307205764e-06,10240.330078125,-0.015028980571097472,2104.050048828125,0.011873817006551102,14.149999618530273,-0.06104844690938638,2.187000036239624,0.016736407702637957,0.0088685864358892,1,0.0088685864358892,2015-11-02
22568.4296875,22697.0,22560.169921875,22603.150390625,1469600000,0.0088685864358892,0.0088294914977389,22671.003515625,-0.004524450276508829,22860.052734375,-0.012756884258472545,22728.2033203125,-0.007029752002865375,21985.0553515625,0.02653504058137557,23659.825,-0.046128629966620704,24747.95072265625,-0.0880687479776231,22650.238489077987,22711.573790543967,22545.94283128346,22663.114482035497,165.63095926050664,222.73026731656608,-57.09930805605944,49.3231821660535,0.21607144135930753,0.17198212988822184,23413.023017625834,22043.383622999165,0.060261665883749975,0.3833462052568712,288.35811941964283,0.0088685864358892,-0.0031629528024362807,0.014703833611636866,-0.011021491364674008,0.01102555484633726,-0.02481560168647723,0.008043465508628054,-0.02197903766084186,0.007972654414452988,0.032667399734608527,0.01102875276428955,-574.30078125,-507.1796875,713.9296875,-0.12974477408657548,1566300000.0,0.9382621464598098,1692200000.0,0.8684552653350668,4870600000.0,0.674135686658256,0.006062897597203505,-0.0015384634024506716,0.006053584379182218,7.749589920043945,6.4607580019249156e-06,10283.419921875,0.004207856916843555,2109.7900390625,0.002728067346863705,14.539999961853027,0.02756186246196246,2.2200000286102295,0.015089159498756333,0.0214964280509382,1,0.0214964280509382,2015-11-03
23053.5703125,23342.0703125,22737.439453125,22737.439453125,2604100000,0.0214964280509382,0.0212686385008877,22690.403515625,0.016005303591225983,22866.4876953125,0.008181519596726305,22789.30087890625,0.011596206263543518,21990.97734375,0.04831949722562001,23623.484296875,-0.024124891028475037,24743.08626953125,-0.06828234516207976,22784.682430218658,22764.188640075663,22583.54486692913,22678.42647538705,180.64377314653393,214.31296848255968,-33.66919533602575,61.40249770970172,0.6607752848410217,0.303687842698872,23342.75659475968,22235.84516305282,0.04857153967067796,0.7387448769821681,326.1967075892857,0.0214964280509382,0.03055565741706001,0.008929232437750685,0.01826548306115572,0.016876568822885858,0.0042253698474803425,0.013931124223159612,0.0027991209535107586,0.010888660425786867,0.055971623726302155,0.011857754054984586,97.0,64.349609375,1221.951171875,0.7719787697332607,1811700000.0,1.4373792570513881,1741275000.0,1.4955133451063158,7474700000.0,1.006708516893853,0.026227211281332846,0.013712880698725827,0.026591862316839455,7.750160217285156,7.359063474265959e-05,10560.740234375,0.026967712551549283,2102.31005859375,-0.003545367230984642,15.510000228881836,0.06671253573409142,2.2300000190734863,0.004504500150622537,-0.0001097986110475,0,0.0001097986110475,2015-11-04
23051.0390625,23180.26953125,22960.619140625,23045.099609375,1502700000,-0.0001097986110475,-0.0001098046393563,22736.6234375,0.01382859798264624,22887.0546875,0.007164940060616853,22816.06484375,0.010298630388682728,22003.8057421875,0.04759328147969688,23584.91619140625,-0.022636380158127523,24737.261611328126,-0.06816528746479933,22873.46797431244,22808.319474294793,22618.174066601045,22693.038733705205,190.14540769374798,209.47945632479735,-19.33404863104937,53.62709422695348,0.65845501614818,0.5117672474495031,23365.58018609874,22266.549501401256,0.04816916029227076,0.7138013269520002,306.1474609375,-0.0001097986110475,0.021384269161948133,0.015277909388543594,0.03044250383726843,0.010854360202816507,0.010127091259365839,0.013447210720197285,0.009002696371811503,0.010646101549981477,0.023773539176422442,0.009775718758871897,231.099609375,205.669921875,535.279296875,-0.4229484274797435,1760440000.0,0.8535934198268614,1669770000.0,0.8999443037064985,5972000000.0,0.806694538062015,0.009528871563205699,0.00025766530996264064,0.0095313274556485,7.749959945678711,-2.584096339053321e-05,10617.669921875,0.005390691015644489,2099.929931640625,-0.0011321483923818487,15.050000190734863,-0.02965828699927331,2.244999885559082,0.00672639746964121,-0.0079696617526392,0,0.0079696617526392,2015-11-05
22867.330078125,22922.7890625,22791.91015625,22914.19921875,1395000000,-0.0079696617526392,-0.008001589254266,22782.081640625,0.0037419072955995336,22858.59375,0.0003821900953553392,22841.68583984375,0.001122694640888433,22036.1209375,0.037720302179431675,23540.7841015625,-0.02860796906899976,24731.035263671874,-0.07535896357256522,22871.422008916627,22817.398028730207,22636.63006745467,22699.873688388336,180.76796127553825,203.73715731494553,-22.96919603940728,45.55406228972605,0.49005829316979693,0.6030961980529995,23346.646400919606,22336.725278767895,0.04421394853395702,0.5253923179922081,303.94447544642856,-0.0079696617526392,-0.008078585305895891,0.005557762526617568,0.01324418201726063,0.015258095815479626,0.01003933849219707,0.013463236038442255,-0.012293111580403027,0.009990377399658036,0.022922030028008633,0.009814573874399803,227.291015625,-284.609375,512.419921875,-0.07167099221401474,1732020000.0,0.805417951293865,1642960000.0,0.8490772751619029,4577000000.0,0.6178439043091136,0.005723401280466905,-0.002049611409153325,0.005711694526200157,7.750269889831543,3.9993000609639395e-05,10555.9697265625,-0.0058110862144417075,2099.199951171875,-0.0003476213457177524,14.329999923706055,-0.04784054869793675,2.3329999446868896,0.03919824659852611,-0.0061467843598174,0,0.0061467843598174,2015-11-06
